series,timestamp,value,label
pressure,2023-07-01T05:14:03.000Z,970.09193,
pressure,2023-07-01T05:34:03.000Z,970.25645,
pressure,2023-07-01T05:54:03.000Z,970.20132,
pressure,2023-07-01T06:14:03.000Z,970.15174,
pressure,2023-07-01T06:34:03.000Z,970.07473,
pressure,2023-07-01T06:54:03.000Z,970.13511,
pressure,2023-07-01T07:14:03.000Z,970.1074,
pressure,2023-07-01T07:34:03.000Z,970.2614,
pressure,2023-07-01T07:54:03.000Z,969.96477,
pressure,2023-07-01T08:14:03.000Z,969.93208,
pressure,2023-07-01T08:34:03.000Z,969.89385,
pressure,2023-07-01T08:54:03.000Z,969.58604,
pressure,2023-07-01T09:14:03.000Z,969.81737,
pressure,2023-07-01T09:34:03.000Z,969.90353,
pressure,2023-07-01T09:54:03.000Z,970.15144,
pressure,2023-07-01T10:14:03.000Z,970.04001,
pressure,2023-07-01T10:34:03.000Z,970.31216,
pressure,2023-07-01T10:54:03.000Z,970.48775,
pressure,2023-07-01T11:14:03.000Z,970.55796,
pressure,2023-07-01T11:34:03.000Z,970.42356,
pressure,2023-07-01T11:54:03.000Z,970.11991,
pressure,2023-07-01T12:14:03.000Z,969.96012,
pressure,2023-07-01T12:34:03.000Z,969.88877,
pressure,2023-07-01T12:54:03.000Z,970.49825,
pressure,2023-07-01T13:14:03.000Z,970.3852,
pressure,2023-07-01T13:34:03.000Z,970.37368,
pressure,2023-07-01T13:54:03.000Z,970.22259,
pressure,2023-07-01T14:14:03.000Z,969.91904,
pressure,2023-07-01T14:34:03.000Z,970.12187,
pressure,2023-07-01T14:54:03.000Z,969.68591,
pressure,2023-07-01T15:14:03.000Z,969.35769,
pressure,2023-07-01T15:34:03.000Z,969.71063,
pressure,2023-07-01T15:54:03.000Z,969.47419,
pressure,2023-07-01T16:14:03.000Z,969.74382,
pressure,2023-07-01T16:34:03.000Z,969.75431,
pressure,2023-07-01T16:54:03.000Z,969.54119,
pressure,2023-07-01T17:14:03.000Z,969.34787,
pressure,2023-07-01T17:34:03.000Z,969.43432,
pressure,2023-07-01T17:54:03.000Z,969.42946,
pressure,2023-07-01T18:14:03.000Z,968.88986,
pressure,2023-07-01T18:34:03.000Z,968.89932,
pressure,2023-07-01T18:54:03.000Z,968.59077,
pressure,2023-07-01T19:14:03.000Z,968.23839,
pressure,2023-07-01T19:34:03.000Z,968.29874,
pressure,2023-07-01T19:54:03.000Z,968.75149,
pressure,2023-07-01T20:14:03.000Z,969.28301,
pressure,2023-07-01T20:34:03.000Z,968.47531,
pressure,2023-07-01T20:54:03.000Z,967.87478,
pressure,2023-07-01T21:14:03.000Z,967.71493,
pressure,2023-07-01T21:34:03.000Z,967.53254,
pressure,2023-07-01T21:54:03.000Z,967.45567,
pressure,2023-07-01T22:14:03.000Z,967.5712,
pressure,2023-07-01T22:34:03.000Z,967.12449,
pressure,2023-07-01T22:54:03.000Z,966.96997,
pressure,2023-07-01T23:14:03.000Z,966.85412,
pressure,2023-07-01T23:34:03.000Z,966.99749,
pressure,2023-07-01T23:54:03.000Z,967.11298,
pressure,2023-07-02T00:14:03.000Z,967.40546,
pressure,2023-07-02T00:34:03.000Z,967.50962,
pressure,2023-07-02T00:54:03.000Z,967.91185,
pressure,2023-07-02T01:14:03.000Z,967.70265,
pressure,2023-07-02T01:34:03.000Z,968.10347,
pressure,2023-07-02T01:54:03.000Z,967.86694,
pressure,2023-07-02T02:14:03.000Z,967.88867,
pressure,2023-07-02T02:34:03.000Z,968.19718,
pressure,2023-07-02T02:54:03.000Z,968.40642,
pressure,2023-07-02T03:14:03.000Z,968.39536,
pressure,2023-07-02T03:34:03.000Z,968.32915,
pressure,2023-07-02T03:54:03.000Z,967.95999,
pressure,2023-07-02T04:14:03.000Z,967.83891,
pressure,2023-07-02T04:34:03.000Z,967.97629,
pressure,2023-07-02T04:54:03.000Z,967.93206,
pressure,2023-07-02T05:14:03.000Z,967.55777,
pressure,2023-07-02T05:34:03.000Z,967.47523,
pressure,2023-07-02T05:54:03.000Z,967.48076,
pressure,2023-07-02T06:14:03.000Z,967.46946,
pressure,2023-07-02T06:34:03.000Z,967.23829,
pressure,2023-07-02T06:54:03.000Z,967.084,
pressure,2023-07-02T07:14:03.000Z,966.94085,
pressure,2023-07-02T07:34:03.000Z,966.79206,
pressure,2023-07-02T07:54:03.000Z,966.53304,
pressure,2023-07-02T08:14:03.000Z,966.43938,
pressure,2023-07-02T08:34:03.000Z,966.51087,
